id,type,sectionId,sectionName,webPublicationDate,webTitle,webUrl,apiUrl,isHosted,pillarId,pillarName,Wordcount
books/2024/jan/28/edouard-louis-the-end-of-eddy-change-interview,article,books,Books,2024-01-28 07:00:03+00:00,"Édouard Louis: ‘All my writing is political – and all my life is, too’",https://www.theguardian.com/books/2024/jan/28/edouard-louis-the-end-of-eddy-change-interview,https://content.guardianapis.com/books/2024/jan/28/edouard-louis-the-end-of-eddy-change-interview,False,pillar/arts,Arts,3357
politics/2024/jan/28/if-we-win-we-have-to-be-ready-labour-prepares-for-first-100-days-as-tories-slide-into-chaos,article,politics,Politics,2024-01-28 06:00:18+00:00,"‘If we win, we have to be ready’: Labour prepares for first 100 days as Tories slide into chaos",https://www.theguardian.com/politics/2024/jan/28/if-we-win-we-have-to-be-ready-labour-prepares-for-first-100-days-as-tories-slide-into-chaos,https://content.guardianapis.com/politics/2024/jan/28/if-we-win-we-have-to-be-ready-labour-prepares-for-first-100-days-as-tories-slide-into-chaos,False,pillar/news,News,2036
theobserver/2024/jan/28/restore-european-union-freedoms-to-uks-young-people-observer-letters,article,theobserver,From the Observer,2024-01-28 06:00:16+00:00,Restore European Union freedom to the UK’s young people | Letters,https://www.theguardian.com/theobserver/2024/jan/28/restore-european-union-freedoms-to-uks-young-people-observer-letters,https://content.guardianapis.com/theobserver/2024/jan/28/restore-european-union-freedoms-to-uks-young-people-observer-letters,False,pillar/news,News,1130
politics/2024/jan/28/chancellor-considers-further-national-insurance-cut-to-take-heat-off-rishi-sunak,article,politics,Politics,2024-01-28 06:00:15+00:00,Chancellor considers further national insurance cut to take heat off Rishi Sunak,https://www.theguardian.com/politics/2024/jan/28/chancellor-considers-further-national-insurance-cut-to-take-heat-off-rishi-sunak,https://content.guardianapis.com/politics/2024/jan/28/chancellor-considers-further-national-insurance-cut-to-take-heat-off-rishi-sunak,False,pillar/news,News,809
us-news/2024/jan/28/biden-in-south-carolina-for-one-of-his-first-presidential-election-campaign-appearances-of-2024,article,us-news,US news,2024-01-28 05:46:36+00:00,Biden in South Carolina for one of his first presidential election campaign appearances of 2024,https://www.theguardian.com/us-news/2024/jan/28/biden-in-south-carolina-for-one-of-his-first-presidential-election-campaign-appearances-of-2024,https://content.guardianapis.com/us-news/2024/jan/28/biden-in-south-carolina-for-one-of-his-first-presidential-election-campaign-appearances-of-2024,False,pillar/news,News,915
world/2024/jan/28/finlands-dj-candidate-hopes-to-become-the-countrys-first-green-and-gay-president,article,world,World news,2024-01-28 05:00:14+00:00,Finland’s ‘DJ’ candidate hopes to become the country’s first Green and gay president,https://www.theguardian.com/world/2024/jan/28/finlands-dj-candidate-hopes-to-become-the-countrys-first-green-and-gay-president,https://content.guardianapis.com/world/2024/jan/28/finlands-dj-candidate-hopes-to-become-the-countrys-first-green-and-gay-president,False,pillar/news,News,781
society/2024/jan/27/sunak-facing-pre-election-disaster-if-childcare-expansion-plan-fails-in-autumn,article,society,Society,2024-01-27 16:18:39+00:00,Sunak ‘facing pre-election disaster’ if childcare expansion plan fails in autumn,https://www.theguardian.com/society/2024/jan/27/sunak-facing-pre-election-disaster-if-childcare-expansion-plan-fails-in-autumn,https://content.guardianapis.com/society/2024/jan/27/sunak-facing-pre-election-disaster-if-childcare-expansion-plan-fails-in-autumn,False,pillar/news,News,858
us-news/2024/jan/27/election-worker-training-abuse,article,us-news,US news,2024-01-27 13:00:38+00:00,‘Every noise makes you jumpy’: US election workers confront threats and abuse with resilience training,https://www.theguardian.com/us-news/2024/jan/27/election-worker-training-abuse,https://content.guardianapis.com/us-news/2024/jan/27/election-worker-training-abuse,False,pillar/news,News,1806
environment/2024/jan/27/a-wolf-killed-the-eu-presidents-precious-pony-then-the-fight-to-catch-the-predator-began,article,environment,Environment,2024-01-27 12:00:37+00:00,A wolf killed the EU president’s precious pony - then the fight to catch the predator began,https://www.theguardian.com/environment/2024/jan/27/a-wolf-killed-the-eu-presidents-precious-pony-then-the-fight-to-catch-the-predator-began,https://content.guardianapis.com/environment/2024/jan/27/a-wolf-killed-the-eu-presidents-precious-pony-then-the-fight-to-catch-the-predator-began,False,pillar/news,News,3705
uk-news/2024/jan/27/hinkley-point-c-woes-threaten-break-uk-france-nuclear-fusion,article,uk-news,UK news,2024-01-27 08:00:32+00:00,Hinkley Point C woes threaten to break UK and France’s nuclear fusion,https://www.theguardian.com/uk-news/2024/jan/27/hinkley-point-c-woes-threaten-break-uk-france-nuclear-fusion,https://content.guardianapis.com/uk-news/2024/jan/27/hinkley-point-c-woes-threaten-break-uk-france-nuclear-fusion,False,pillar/news,News,1217
commentisfree/2024/jan/27/urope-is-sailing-into-stormy-waters-but-its-leaders-are-dozing-at-the-tiller,article,commentisfree,Opinion,2024-01-27 07:00:31+00:00,"Europe is heading for perilous waters, and its leaders are dozing at the tiller | Simon Tisdall",https://www.theguardian.com/commentisfree/2024/jan/27/urope-is-sailing-into-stormy-waters-but-its-leaders-are-dozing-at-the-tiller,https://content.guardianapis.com/commentisfree/2024/jan/27/urope-is-sailing-into-stormy-waters-but-its-leaders-are-dozing-at-the-tiller,False,pillar/opinion,Opinion,962
world/2024/jan/27/tuvalus-pro-taiwan-prime-minister-kausea-natano-loses-seat-in-partial-election-results,article,world,World news,2024-01-27 04:06:07+00:00,Tuvalu’s pro-Taiwan prime minister Kausea Natano loses seat in partial election results,https://www.theguardian.com/world/2024/jan/27/tuvalus-pro-taiwan-prime-minister-kausea-natano-loses-seat-in-partial-election-results,https://content.guardianapis.com/world/2024/jan/27/tuvalus-pro-taiwan-prime-minister-kausea-natano-loses-seat-in-partial-election-results,False,pillar/news,News,602
us-news/live/2024/jan/26/trump-republicans-ukraine-border-deal-support-latest-biden,liveblog,us-news,US news,2024-01-26 22:55:03+00:00,Jury awards E Jean Carroll $83.3m in defamation case – as it happened,https://www.theguardian.com/us-news/live/2024/jan/26/trump-republicans-ukraine-border-deal-support-latest-biden,https://content.guardianapis.com/us-news/live/2024/jan/26/trump-republicans-ukraine-border-deal-support-latest-biden,False,pillar/news,News,4464
world/2024/jan/26/eu-president-to-stay-in-post-amid-fears-of-viktor-orban-getting-role,article,world,World news,2024-01-26 20:07:51+00:00,EU president to stay in post amid fears of Viktor Orbán getting role,https://www.theguardian.com/world/2024/jan/26/eu-president-to-stay-in-post-amid-fears-of-viktor-orban-getting-role,https://content.guardianapis.com/world/2024/jan/26/eu-president-to-stay-in-post-amid-fears-of-viktor-orban-getting-role,False,pillar/news,News,543
business/2024/jan/26/post-brexit-trade-deals-whats-been-agreed-what-could-still-come,article,business,Business,2024-01-26 18:10:06+00:00,Post-Brexit trade deals: what’s been agreed and what could still come?,https://www.theguardian.com/business/2024/jan/26/post-brexit-trade-deals-whats-been-agreed-what-could-still-come,https://content.guardianapis.com/business/2024/jan/26/post-brexit-trade-deals-whats-been-agreed-what-could-still-come,False,pillar/news,News,685
environment/2024/jan/26/we-are-worse-off-and-less-safe-due-to-brexit-reducing-environmental-standards,article,environment,Environment,2024-01-26 17:39:36+00:00,We are worse off and less safe due to Brexit reducing environmental standards | Letter,https://www.theguardian.com/environment/2024/jan/26/we-are-worse-off-and-less-safe-due-to-brexit-reducing-environmental-standards,https://content.guardianapis.com/environment/2024/jan/26/we-are-worse-off-and-less-safe-due-to-brexit-reducing-environmental-standards,False,pillar/news,News,252
politics/2024/jan/26/a-fair-deal-on-voting-for-british-expatriates,article,politics,Politics,2024-01-26 17:39:12+00:00,A fair deal on voting for British expatriates | Letter,https://www.theguardian.com/politics/2024/jan/26/a-fair-deal-on-voting-for-british-expatriates,https://content.guardianapis.com/politics/2024/jan/26/a-fair-deal-on-voting-for-british-expatriates,False,pillar/news,News,288
world/2024/jan/26/world-changing-too-fast-organic-farmers-french-protests,article,world,World news,2024-01-26 17:27:47+00:00,‘The world is changing too fast for us’: organic farmers on urgency of French protests,https://www.theguardian.com/world/2024/jan/26/world-changing-too-fast-organic-farmers-french-protests,https://content.guardianapis.com/world/2024/jan/26/world-changing-too-fast-organic-farmers-french-protests,False,pillar/news,News,1141
commentisfree/2024/jan/26/trump-is-vulnerable-biden-way-to-win,article,commentisfree,Opinion,2024-01-26 17:18:54+00:00,He’s beaten his Republican rivals and is ahead in the polls. But Trump is vulnerable | Jonathan Freedland,https://www.theguardian.com/commentisfree/2024/jan/26/trump-is-vulnerable-biden-way-to-win,https://content.guardianapis.com/commentisfree/2024/jan/26/trump-is-vulnerable-biden-way-to-win,False,pillar/opinion,Opinion,1271
world/2024/jan/26/thousands-across-austria-to-take-part-in-protests-against-far-right,article,world,World news,2024-01-26 17:18:39+00:00,Thousands across Austria take part in protests against far right ,https://www.theguardian.com/world/2024/jan/26/thousands-across-austria-to-take-part-in-protests-against-far-right,https://content.guardianapis.com/world/2024/jan/26/thousands-across-austria-to-take-part-in-protests-against-far-right,False,pillar/news,News,615
business/2024/jan/26/why-biden-delay-cp2-fossil-fuel-climate-change,article,business,Business,2024-01-26 17:05:49+00:00,Biden’s delay of ‘carbon bomb’ projects could be a big deal – but will it last?,https://www.theguardian.com/business/2024/jan/26/why-biden-delay-cp2-fossil-fuel-climate-change,https://content.guardianapis.com/business/2024/jan/26/why-biden-delay-cp2-fossil-fuel-climate-change,False,pillar/news,News,1018
football/2024/jan/26/jurgen-klopp-will-leave-a-void-in-liverpool-at-the-club-and-the-city,article,football,Football,2024-01-26 17:02:10+00:00,Jürgen Klopp will leave a void in Liverpool: at the club and the city | Paul MacInnes,https://www.theguardian.com/football/2024/jan/26/jurgen-klopp-will-leave-a-void-in-liverpool-at-the-club-and-the-city,https://content.guardianapis.com/football/2024/jan/26/jurgen-klopp-will-leave-a-void-in-liverpool-at-the-club-and-the-city,False,pillar/sport,Sport,905
football/2024/jan/26/jurgen-klopp-understands-liverpool-and-has-made-everything-hit-different,article,football,Football,2024-01-26 16:57:59+00:00,Jürgen Klopp understands Liverpool – and has made everything hit different | Hannah Jane Parkinson,https://www.theguardian.com/football/2024/jan/26/jurgen-klopp-understands-liverpool-and-has-made-everything-hit-different,https://content.guardianapis.com/football/2024/jan/26/jurgen-klopp-understands-liverpool-and-has-made-everything-hit-different,False,pillar/sport,Sport,515
world/live/2024/jan/26/russia-ukraine-war-live-latest-news-updates,liveblog,world,World news,2024-01-26 16:14:03+00:00,"Russia-Ukraine war: Ukraine invites Xi Jinping to participate in peace talks, says Zelenskiy’s adviser – as it happened",https://www.theguardian.com/world/live/2024/jan/26/russia-ukraine-war-live-latest-news-updates,https://content.guardianapis.com/world/live/2024/jan/26/russia-ukraine-war-live-latest-news-updates,False,pillar/news,News,4215
world/2024/jan/26/finlands-ex-pm-alexander-stubb-ukraine-invasion-inspired-him-back-into-politics,article,world,World news,2024-01-26 15:39:02+00:00,Finland presidential frontrunner says its foreign policy is ‘existential’,https://www.theguardian.com/world/2024/jan/26/finlands-ex-pm-alexander-stubb-ukraine-invasion-inspired-him-back-into-politics,https://content.guardianapis.com/world/2024/jan/26/finlands-ex-pm-alexander-stubb-ukraine-invasion-inspired-him-back-into-politics,False,pillar/news,News,730
world/live/2024/jan/26/french-farmers-protest-europe-latest-news-updates,liveblog,world,World news,2024-01-26 15:35:29+00:00,French farmers protest as government prepares to announce new measures – as it happened,https://www.theguardian.com/world/live/2024/jan/26/french-farmers-protest-europe-latest-news-updates,https://content.guardianapis.com/world/live/2024/jan/26/french-farmers-protest-europe-latest-news-updates,False,pillar/news,News,1425
business/live/2024/jan/26/uk-brexit-canada-trade-talks-hormones-beef-federal-reserve-inflation-dollar-business-live,liveblog,business,Business,2024-01-26 15:02:47+00:00,UK ditches post-Brexit Canada trade talks; Vodafone and Three UK merger under investigation – as it happened,https://www.theguardian.com/business/live/2024/jan/26/uk-brexit-canada-trade-talks-hormones-beef-federal-reserve-inflation-dollar-business-live,https://content.guardianapis.com/business/live/2024/jan/26/uk-brexit-canada-trade-talks-hormones-beef-federal-reserve-inflation-dollar-business-live,False,pillar/news,News,3747
politics/2024/jan/26/sunak-cut-taxes-election-tory-polls-labour,article,politics,Politics,2024-01-26 14:57:51+00:00,"Sunak to cut taxes twice more before election, says Tory chair",https://www.theguardian.com/politics/2024/jan/26/sunak-cut-taxes-election-tory-polls-labour,https://content.guardianapis.com/politics/2024/jan/26/sunak-cut-taxes-election-tory-polls-labour,False,pillar/news,News,487
commentisfree/2024/jan/26/tories-plot-poll-bad-public-services,article,commentisfree,Opinion,2024-01-26 14:55:01+00:00,"Stop badgering the Tories to run the country. They’re plotting and putsching, and really don’t have the time | Marina Hyde",https://www.theguardian.com/commentisfree/2024/jan/26/tories-plot-poll-bad-public-services,https://content.guardianapis.com/commentisfree/2024/jan/26/tories-plot-poll-bad-public-services,False,pillar/opinion,Opinion,968
politics/2024/jan/26/digested-week-splits-emerge-tory-party-latest-splinter-group,article,politics,Politics,2024-01-26 11:35:05+00:00,Digested week: splits emerge in Tory party’s latest splinter group | John Crace,https://www.theguardian.com/politics/2024/jan/26/digested-week-splits-emerge-tory-party-latest-splinter-group,https://content.guardianapis.com/politics/2024/jan/26/digested-week-splits-emerge-tory-party-latest-splinter-group,False,pillar/news,News,1527
business/2024/jan/26/uk-regulator-launches-investigation-into-vodafone-three-merger,article,business,Business,2024-01-26 11:28:07+00:00,UK regulator launches investigation into Vodafone-Three merger,https://www.theguardian.com/business/2024/jan/26/uk-regulator-launches-investigation-into-vodafone-three-merger,https://content.guardianapis.com/business/2024/jan/26/uk-regulator-launches-investigation-into-vodafone-three-merger,False,pillar/news,News,457
us-news/2024/jan/26/trump-criminal-charges-increase-support-extremist-republican,article,us-news,US news,2024-01-26 11:00:07+00:00,"Indictments fueled extremists’ support for Trump, survey finds",https://www.theguardian.com/us-news/2024/jan/26/trump-criminal-charges-increase-support-extremist-republican,https://content.guardianapis.com/us-news/2024/jan/26/trump-criminal-charges-increase-support-extremist-republican,False,pillar/news,News,992
us-news/2024/jan/26/anti-union-lawsuit-conservative-courts-musk-starbucks-trader-joes,article,us-news,US news,2024-01-26 11:00:06+00:00,‘Dark forces’: how US corporations turned to courts in fight against unions,https://www.theguardian.com/us-news/2024/jan/26/anti-union-lawsuit-conservative-courts-musk-starbucks-trader-joes,https://content.guardianapis.com/us-news/2024/jan/26/anti-union-lawsuit-conservative-courts-musk-starbucks-trader-joes,False,pillar/news,News,1781
commentisfree/2024/jan/26/doctors-blame-hospitals-medicine-politicians-patients,article,commentisfree,Opinion,2024-01-26 09:00:27+00:00,Doctors like me get the blame when hospitals run out of medicines. Politicians get off scot-free | Ammad Butt,https://www.theguardian.com/commentisfree/2024/jan/26/doctors-blame-hospitals-medicine-politicians-patients,https://content.guardianapis.com/commentisfree/2024/jan/26/doctors-blame-hospitals-medicine-politicians-patients,False,pillar/opinion,Opinion,783
commentisfree/2024/jan/26/poland-right-populist-ministers-president-pardon-law,article,commentisfree,Opinion,2024-01-26 07:00:25+00:00,Poland’s rightwing populists are getting a taste of their own medicine – and they hate it | Wojciech Orliński,https://www.theguardian.com/commentisfree/2024/jan/26/poland-right-populist-ministers-president-pardon-law,https://content.guardianapis.com/commentisfree/2024/jan/26/poland-right-populist-ministers-president-pardon-law,False,pillar/opinion,Opinion,1109
commentisfree/2024/jan/26/britain-peace-belligerent-putin-russia,article,commentisfree,Opinion,2024-01-26 06:00:23+00:00,For generations Britain has taken peace for granted. But a belligerent Putin could change all that | Gaby Hinsliff,https://www.theguardian.com/commentisfree/2024/jan/26/britain-peace-belligerent-putin-russia,https://content.guardianapis.com/commentisfree/2024/jan/26/britain-peace-belligerent-putin-russia,False,pillar/opinion,Opinion,1161
uk-news/2024/jan/26/eu-citizens-ulez-fines-data-breach-tfl,article,uk-news,UK news,2024-01-26 05:00:23+00:00,Hundreds of thousands of EU citizens ‘wrongly fined for driving in London Ulez’,https://www.theguardian.com/uk-news/2024/jan/26/eu-citizens-ulez-fines-data-breach-tfl,https://content.guardianapis.com/uk-news/2024/jan/26/eu-citizens-ulez-fines-data-breach-tfl,False,pillar/news,News,1275
uk-news/2024/jan/26/eu-motorist-11000-fines-london-ulez-rules-tfl-emissions,article,uk-news,UK news,2024-01-26 05:00:23+00:00,"‘It was so worrying’: EU motorist tells of £11,000 run-in with London Ulez rules",https://www.theguardian.com/uk-news/2024/jan/26/eu-motorist-11000-fines-london-ulez-rules-tfl-emissions,https://content.guardianapis.com/uk-news/2024/jan/26/eu-motorist-11000-fines-london-ulez-rules-tfl-emissions,False,pillar/news,News,488
world/2024/jan/26/the-first-lady-and-the-dior-bag-the-scandal-shaking-up-south-korean-politics,article,world,World news,2024-01-26 00:27:25+00:00,The first lady and the Dior bag: the scandal shaking up South Korean politics,https://www.theguardian.com/world/2024/jan/26/the-first-lady-and-the-dior-bag-the-scandal-shaking-up-south-korean-politics,https://content.guardianapis.com/world/2024/jan/26/the-first-lady-and-the-dior-bag-the-scandal-shaking-up-south-korean-politics,False,pillar/news,News,982
science/2024/jan/25/eu-plan-medicine-stockpile-uk-record-shortages,article,science,Science,2024-01-25 21:05:48+00:00,EU plan for medicine stockpile could worsen UK’s record shortages,https://www.theguardian.com/science/2024/jan/25/eu-plan-medicine-stockpile-uk-record-shortages,https://content.guardianapis.com/science/2024/jan/25/eu-plan-medicine-stockpile-uk-record-shortages,False,pillar/news,News,853
us-news/live/2024/jan/25/trump-biden-israel-ukraine-funding-immigration-deal-latest,liveblog,us-news,US news,2024-01-25 21:00:27+00:00,"Border deal ‘really close’, says Kyrsten Sinema amid Democrats’ anger over reports of Trump meddling – as it happened",https://www.theguardian.com/us-news/live/2024/jan/25/trump-biden-israel-ukraine-funding-immigration-deal-latest,https://content.guardianapis.com/us-news/live/2024/jan/25/trump-biden-israel-ukraine-funding-immigration-deal-latest,False,pillar/news,News,3627
politics/2024/jan/25/simon-clarke-rishi-sunak-ship-jumping-polls-guru-sketch,article,politics,Politics,2024-01-25 18:13:48+00:00,You don’t need to be a ship-jumping polls guru to work out Rish!’s numbers are dire | John Crace,https://www.theguardian.com/politics/2024/jan/25/simon-clarke-rishi-sunak-ship-jumping-polls-guru-sketch,https://content.guardianapis.com/politics/2024/jan/25/simon-clarke-rishi-sunak-ship-jumping-polls-guru-sketch,False,pillar/news,News,1112
books/2024/jan/25/posy-simmonds-poster-of-guardian-reader-types-deserves-a-reprint,article,books,Books,2024-01-25 17:50:41+00:00,Posy Simmonds’ poster of Guardian reader types deserves a reprint | Brief letters,https://www.theguardian.com/books/2024/jan/25/posy-simmonds-poster-of-guardian-reader-types-deserves-a-reprint,https://content.guardianapis.com/books/2024/jan/25/posy-simmonds-poster-of-guardian-reader-types-deserves-a-reprint,False,pillar/arts,Arts,293
world/2024/jan/25/qatar-accuses-benjamin-netanyahu-deliberately-obstructing-gaza-mediation-efforts,article,world,World news,2024-01-25 17:46:13+00:00,Qatar accuses Netanyahu of deliberately obstructing Gaza mediation efforts,https://www.theguardian.com/world/2024/jan/25/qatar-accuses-benjamin-netanyahu-deliberately-obstructing-gaza-mediation-efforts,https://content.guardianapis.com/world/2024/jan/25/qatar-accuses-benjamin-netanyahu-deliberately-obstructing-gaza-mediation-efforts,False,pillar/news,News,830
world/2024/jan/25/iran-bars-hassan-rouhani-from-seeking-re-election-to-key-body,article,world,World news,2024-01-25 17:38:59+00:00,Iran bars Hassan Rouhani from seeking re-election to key body,https://www.theguardian.com/world/2024/jan/25/iran-bars-hassan-rouhani-from-seeking-re-election-to-key-body,https://content.guardianapis.com/world/2024/jan/25/iran-bars-hassan-rouhani-from-seeking-re-election-to-key-body,False,pillar/news,News,756
commentisfree/2024/jan/25/rwanda-rishi-sunak-tories-public-services,article,commentisfree,Opinion,2024-01-25 16:33:44+00:00,The endgame looms for Sunak and the Tories. ‘Rwanda’ will be the epitaph on their political grave | Simon Jenkins,https://www.theguardian.com/commentisfree/2024/jan/25/rwanda-rishi-sunak-tories-public-services,https://content.guardianapis.com/commentisfree/2024/jan/25/rwanda-rishi-sunak-tories-public-services,False,pillar/opinion,Opinion,879
world/2024/jan/25/how-drones-froze-ukraine-frontlines,article,world,World news,2024-01-25 16:09:06+00:00,Cheap but lethally accurate: how drones froze Ukraine’s frontlines,https://www.theguardian.com/world/2024/jan/25/how-drones-froze-ukraine-frontlines,https://content.guardianapis.com/world/2024/jan/25/how-drones-froze-ukraine-frontlines,False,pillar/news,News,1195
world/live/2024/jan/25/france-farmers-protests-europe-latest-updates-ursula-von-der-leyen,liveblog,world,World news,2024-01-25 14:52:00+00:00,Swedish PM agrees to meet Viktor Orbán as Hungary holds up Nato membership – as it happened,https://www.theguardian.com/world/live/2024/jan/25/france-farmers-protests-europe-latest-updates-ursula-von-der-leyen,https://content.guardianapis.com/world/live/2024/jan/25/france-farmers-protests-europe-latest-updates-ursula-von-der-leyen,False,pillar/news,News,1347
world/2024/jan/25/it-beats-getting-stoned-on-the-street-how-portugal-decriminalised-drugs-as-seen-from-the-shoot-up-centre,article,world,World news,2024-01-25 14:00:03+00:00,‘It beats getting stoned on the street’: how Portugal decriminalised drugs – as seen from the ‘shoot-up centre’,https://www.theguardian.com/world/2024/jan/25/it-beats-getting-stoned-on-the-street-how-portugal-decriminalised-drugs-as-seen-from-the-shoot-up-centre,https://content.guardianapis.com/world/2024/jan/25/it-beats-getting-stoned-on-the-street-how-portugal-decriminalised-drugs-as-seen-from-the-shoot-up-centre,False,pillar/news,News,2250
us-news/2024/jan/25/fani-willis-nathan-wade-georgia-election-interference-trump,article,us-news,US news,2024-01-25 12:00:06+00:00,How an alleged office romance could derail the Trump election interference case,https://www.theguardian.com/us-news/2024/jan/25/fani-willis-nathan-wade-georgia-election-interference-trump,https://content.guardianapis.com/us-news/2024/jan/25/fani-willis-nathan-wade-georgia-election-interference-trump,False,pillar/news,News,1384
us-news/2024/jan/25/us-legislators-elected-officials-abortion-gun-control,article,us-news,US news,2024-01-25 12:00:04+00:00,US elected officials avoiding topics of abortion and gun control over fear of threats,https://www.theguardian.com/us-news/2024/jan/25/us-legislators-elected-officials-abortion-gun-control,https://content.guardianapis.com/us-news/2024/jan/25/us-legislators-elected-officials-abortion-gun-control,False,pillar/news,News,1009
commentisfree/2024/jan/25/uk-politics-keir-starmer-jeremy-corbyn-inequality,article,commentisfree,Opinion,2024-01-25 12:00:03+00:00,"Demoralised and shattered: yes, the left in the UK is down. But here’s why it isn’t out | Owen Jones",https://www.theguardian.com/commentisfree/2024/jan/25/uk-politics-keir-starmer-jeremy-corbyn-inequality,https://content.guardianapis.com/commentisfree/2024/jan/25/uk-politics-keir-starmer-jeremy-corbyn-inequality,False,pillar/opinion,Opinion,955
us-news/2024/jan/25/first-thing-boost-for-biden-as-united-auto-workers-union-endorses-his-re-election,article,us-news,US news,2024-01-25 10:59:09+00:00,First Thing: Boost for Biden as United Auto Workers union endorses his re-election,https://www.theguardian.com/us-news/2024/jan/25/first-thing-boost-for-biden-as-united-auto-workers-union-endorses-his-re-election,https://content.guardianapis.com/us-news/2024/jan/25/first-thing-boost-for-biden-as-united-auto-workers-union-endorses-his-re-election,False,pillar/news,News,1365
music/2024/jan/25/russian-musicians-starting-again-abroad-lucidvox-inturist,article,music,Music,2024-01-25 10:00:18+00:00,‘It was like a toxic relationship’: the exiled Russian musicians starting again abroad,https://www.theguardian.com/music/2024/jan/25/russian-musicians-starting-again-abroad-lucidvox-inturist,https://content.guardianapis.com/music/2024/jan/25/russian-musicians-starting-again-abroad-lucidvox-inturist,False,pillar/arts,Arts,1599
australia-news/2024/jan/25/peter-dutton-calls-for-election-over-very-significant-change-to-stage-three-tax-cuts,article,australia-news,Australia news,2024-01-25 06:49:51+00:00,Peter Dutton calls for election over ‘very significant change’ to stage-three tax cuts,https://www.theguardian.com/australia-news/2024/jan/25/peter-dutton-calls-for-election-over-very-significant-change-to-stage-three-tax-cuts,https://content.guardianapis.com/australia-news/2024/jan/25/peter-dutton-calls-for-election-over-very-significant-change-to-stage-three-tax-cuts,False,pillar/news,News,903
world/2024/jan/25/tuvalu-general-election-2024-impact-china-taiwan-pacific-relations-prime-minister-kausea-natano-seve-paeniu,article,world,World news,2024-01-25 01:20:41+00:00,"Tuvalu election: what’s happening, and what could it mean for Taiwan, China and the Pacific?",https://www.theguardian.com/world/2024/jan/25/tuvalu-general-election-2024-impact-china-taiwan-pacific-relations-prime-minister-kausea-natano-seve-paeniu,https://content.guardianapis.com/world/2024/jan/25/tuvalu-general-election-2024-impact-china-taiwan-pacific-relations-prime-minister-kausea-natano-seve-paeniu,False,pillar/news,News,872
politics/2024/jan/24/former-adviser-to-rishi-sunak-working-with-tory-rebels-trying-to-oust-him,article,politics,Politics,2024-01-24 23:43:42+00:00,Former adviser to Rishi Sunak working with Tory rebels trying to oust him,https://www.theguardian.com/politics/2024/jan/24/former-adviser-to-rishi-sunak-working-with-tory-rebels-trying-to-oust-him,https://content.guardianapis.com/politics/2024/jan/24/former-adviser-to-rishi-sunak-working-with-tory-rebels-trying-to-oust-him,False,pillar/news,News,419
world/2024/jan/24/thousands-trapped-in-gaza-hospitals-as-israeli-troops-encircle-khan-younis,article,world,World news,2024-01-24 22:22:03+00:00,Thousands trapped in Gaza hospitals as Israeli troops encircle Khan Younis,https://www.theguardian.com/world/2024/jan/24/thousands-trapped-in-gaza-hospitals-as-israeli-troops-encircle-khan-younis,https://content.guardianapis.com/world/2024/jan/24/thousands-trapped-in-gaza-hospitals-as-israeli-troops-encircle-khan-younis,False,pillar/news,News,1003
us-news/2024/jan/24/new-hampshire-primary-record-turnout,article,us-news,US news,2024-01-24 21:11:00+00:00,"New Hampshire primary set turnout record with more than 300,000 voting",https://www.theguardian.com/us-news/2024/jan/24/new-hampshire-primary-record-turnout,https://content.guardianapis.com/us-news/2024/jan/24/new-hampshire-primary-record-turnout,False,pillar/news,News,695
commentisfree/2024/jan/24/the-guardian-view-on-the-tory-right-and-trump-a-moral-abyss-and-an-electoral-dead-end,article,commentisfree,Opinion,2024-01-24 18:28:59+00:00,The Guardian view on the Tory right and Trump: a moral abyss and an electoral dead end | Editorial,https://www.theguardian.com/commentisfree/2024/jan/24/the-guardian-view-on-the-tory-right-and-trump-a-moral-abyss-and-an-electoral-dead-end,https://content.guardianapis.com/commentisfree/2024/jan/24/the-guardian-view-on-the-tory-right-and-trump-a-moral-abyss-and-an-electoral-dead-end,False,pillar/opinion,Opinion,541
politics/2024/jan/24/faithless-tories-feign-loyalty-to-rish-with-all-the-plausibility-of-a-nadine-dories-story,article,politics,Politics,2024-01-24 18:19:32+00:00,Faithless Tories feign loyalty to Rish! with all the plausibility of a Nadine Dorries story,https://www.theguardian.com/politics/2024/jan/24/faithless-tories-feign-loyalty-to-rish-with-all-the-plausibility-of-a-nadine-dories-story,https://content.guardianapis.com/politics/2024/jan/24/faithless-tories-feign-loyalty-to-rish-with-all-the-plausibility-of-a-nadine-dories-story,False,pillar/news,News,1186
media/2024/jan/24/jon-stewart-returns-daily-show-presidential-election,article,media,Media,2024-01-24 17:20:10+00:00,Jon Stewart to return to The Daily Show through 2024 US election season,https://www.theguardian.com/media/2024/jan/24/jon-stewart-returns-daily-show-presidential-election,https://content.guardianapis.com/media/2024/jan/24/jon-stewart-returns-daily-show-presidential-election,False,pillar/news,News,412
politics/live/2024/jan/24/tories-simon-clarke-pmqs-rishi-sunak-keir-starmer-labour-resignation-uk-politics-live,liveblog,politics,Politics,2024-01-24 17:17:14+00:00,Rishi Sunak open to reappointing Lee Anderson as Tory deputy chair despite Rwanda bill rebellion – as it happened,https://www.theguardian.com/politics/live/2024/jan/24/tories-simon-clarke-pmqs-rishi-sunak-keir-starmer-labour-resignation-uk-politics-live,https://content.guardianapis.com/politics/live/2024/jan/24/tories-simon-clarke-pmqs-rishi-sunak-keir-starmer-labour-resignation-uk-politics-live,False,pillar/news,News,8952
